"RO-NO...
","BOOKED.
DATE","CLOSED.
DATE","DT
","TECH...
NO","LN
","SEQ
NO","M
","HT
","SC
","LBR..
TYPE","PAY.
TYPE","ACTUAL.
HOURS","SOLD...
HOURS","SOLD......
AMOUNT","LABOR.....
COST","OP-CODE...
","DESCRIPTION..
",
168542, 02APR21, 06APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168542, 02APR21, 06APR21, S1,199678,  B,2, *, ST,   , WSM  ,  OPP,0.08,0.1,187.5,1.7,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168542, 06APR21, 06APR21, S1,199678,  B,2, *, ST,   , WSM  ,  ROP,0,0.9,-150,15.3,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168551, 29APR21, 29APR21, S1,199678,  A,1,  , ST,   , WSM  ,  ROP,0,0,-37.5,0, COR       , CORRECTION RO,"        "
,,,,,,,,,,,,,,,,,,
168556, 02APR21, 06APR21, S1,199678,  A,1, *, ST,   , WSM  ,  OPP,0.1,0.5,37.5,8.5,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168556, 02APR21, 06APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168556, 06APR21, 06APR21, S1,199678,  A,1, *, ST,   , WSM  ,  ROP,0,0.5,0,8.5,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168560, 02APR21, 02APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.06,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168560, 02APR21, 02APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.07,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168560, 02APR21, 02APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168576, 02APR21, 02APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.1,0.4,29.72,6.8, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168576, 02APR21, 02APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0.27,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168576, 02APR21, 02APR21, S1,199678,  C,3,  , ST,   , CSR  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168588, 02APR21, 02APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168588, 02APR21, 02APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.11,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168600, 02APR21, 02APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.03,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168600, 02APR21, 02APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.07,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168601, 02APR21, 05APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.07,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168601, 02APR21, 05APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168611, 02APR21, 06APR21, S1,199678,  A,1, *, ST,   , WSM  ,  OPP,0.07,0.1,187.5,1.7,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168611, 02APR21, 06APR21, S1,199678,  C,2,  , ST,   , CSX  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168611, 06APR21, 06APR21, S1,199678,  A,1, *, ST,   , WSM  ,  ROP,0,0.9,-135,15.3,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168738, 06APR21, 06APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.2,0.4,29.72,6.8, LOF       , PERFORM OIL A,"        "
,,,,,,,,,,,,,,,,,,
168738, 06APR21, 06APR21, S1,199678,  A,4,  , ST,   , CSX  ,  ROP,0,0,-13,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
168738, 06APR21, 06APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.13,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168738, 06APR21, 06APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168759, 06APR21, 06APR21, S1,199678,  A,1,  , ST,   , WSM  ,  ROP,0.19,1,52.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168759, 06APR21, 06APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168768, 06APR21, 06APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.22,0.4,29.72,6.8, LOF       , PERFORM OIL A,"        "
,,,,,,,,,,,,,,,,,,
168768, 06APR21, 06APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.23,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168768, 06APR21, 06APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0.15,0,0,0, WIPER     , REMOVE AND RE,"        "
,,,,,,,,,,,,,,,,,,
168768, 06APR21, 06APR21, S1,199678,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168775, 06APR21, 06APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168775, 06APR21, 06APR21, S1,199678,  B,2,  , ST,   , WSM  ,  ROP,0.17,1,52.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168784, 06APR21, 07APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168784, 07APR21, 07APR21, S1,199678,  B,2, *, ST,   , WSM  ,  ROP,0.12,1,52.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168791, 06APR21, 06APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168791, 06APR21, 06APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0.15,0,0,0, GOODWILL  , THIS REPAIR I,"        "
,,,,,,,,,,,,,,,,,,
168796, 06APR21, 07APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168796, 07APR21, 07APR21, S1,199678,  B,2, *, ST,   , ISM  ,  ROP,0.13,0.15,0,2.55, WIPER     , REMOVE AND RE,"        "
,,,,,,,,,,,,,,,,,,
168810, 07APR21, 07APR21, S1,199678,  A,1,  , ST,   , CI   ,  ROP,0.1,0.3,12,5.1, ILIFES    , PERFORM LITHI,"        "
,,,,,,,,,,,,,,,,,,
168810, 07APR21, 07APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168816, 07APR21, 07APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.2,0.7,69.72,11.9, 6K        ," OIL CHANGE, T","        "
,,,,,,,,,,,,,,,,,,
168816, 07APR21, 07APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168831, 07APR21, 07APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168831, 07APR21, 07APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.2,0.4,29.72,6.8, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168831, 07APR21, 07APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0,0,-5,0, DISCOUNT  , Discount     ,"        "
,,,,,,,,,,,,,,,,,,
168841, 07APR21, 07APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168841, 07APR21, 07APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0.2,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
168855, 07APR21, 22APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0.26,0.4,40,6.8, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
168855, 07APR21, 22APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168872, 08APR21, 08APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168872, 08APR21, 08APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.25,0.4,29.72,6.8, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168872, 08APR21, 08APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0.14,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168880, 08APR21, 08APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168880, 08APR21, 08APR21, S1,199678,  B,2,  , ST,   , WSM  ,  ROP,0.18,1,37.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168887, 08APR21, 08APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168887, 08APR21, 08APR21, S1,199678,  B,2,  , ST,   , WSM  ,  ROP,0.23,1,37.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168906, 08APR21, 08APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.18,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168906, 08APR21, 08APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0.15,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168906, 08APR21, 08APR21, S1,199678,  C,3,  , ST,   , CSR  ,  ROP,0.12,0.3,37.16,5.1, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
168906, 08APR21, 08APR21, S1,199678,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168916, 08APR21, 08APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.27,0.4,30.82,6.8, LOF       , PERFORM OIL A,"        "
,,,,,,,,,,,,,,,,,,
168916, 08APR21, 08APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168916, 08APR21, 08APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168916, 08APR21, 08APR21, S1,199678,  D,4,  , ST,   , ISM  ,  ROP,0.26,1,17,17, MISC      , 3 WHEEL STUDS,"        "
,,,,,,,,,,,,,,,,,,
168936, 08APR21, 08APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168936, 08APR21, 08APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.15,0.5,60.49,8.5, BULB      , REPLACE BULB(,"        "
,,,,,,,,,,,,,,,,,,
168938, 08APR21, 08APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168938, 08APR21, 08APR21, S1,199678,  B,2,  , ST,   , CI   ,  ROP,0.08,0.3,12,5.1, ILIFES    , PERFORM LITHI,"        "
,,,,,,,,,,,,,,,,,,
168940, 08APR21, 09APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0.05,0.3,32.56,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168940, 08APR21, 09APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
168946, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168952, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168952, 09APR21, 09APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.2,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
168952, 09APR21, 09APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0.14,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
168960, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , CI   ,  ROP,0.08,0.3,6.4,5.1, ILIFES    , PERFORM LITHI,"        "
,,,,,,,,,,,,,,,,,,
168960, 09APR21, 09APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168977, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168977, 09APR21, 09APR21, S1,199678,  B,2,  , ST,   , CI   ,  ROP,0.12,0.3,12,5.1, ILIFES    , PERFORM LITHI,"        "
,,,,,,,,,,,,,,,,,,
168989, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , WSM  ,  ROP,0.09,1,52.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
168989, 09APR21, 09APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
168995, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169002, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.1,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169002, 09APR21, 09APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0.09,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169002, 09APR21, 09APR21, S1,199678,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169006, 09APR21, 09APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0.02,0.3,5.1,5.1, AFFINITIV , performed com,"        "
,,,,,,,,,,,,,,,,,,
169006, 09APR21, 09APR21, S1,199678,  B,3,  , ST,   , CSX  ,  ROP,0.08,0.5,95,8.5, BATTERY   , replaced the ,"        "
,,,,,,,,,,,,,,,,,,
169111, 13APR21, 13APR21, S1,199678,  A,1,  , ST,   , ISM  ,  ROP,0.02,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169111, 13APR21, 13APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0.22,0.4,29.72,6.8, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169111, 13APR21, 13APR21, S1,199678,  B,4,  , ST,   , CSR  ,  ROP,0,0,-5,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
169111, 13APR21, 13APR21, S1,199678,  C,3,  , ST,   , CSR  ,  ROP,0.16,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169117, 13APR21, 13APR21, S1,199678,  A,1,  , ST,   , WS4  ,  ROP,0.67,1,112.15,17, WRI20     , WRI20 SOFTWAR,"        "
,,,,,,,,,,,,,,,,,,
169117, 13APR21, 13APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169131, 13APR21, 13APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169131, 13APR21, 13APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0.2,0.4,29.72,6.8, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169131, 13APR21, 13APR21, S1,199678,  C,3,  , ST,   , CSR  ,  ROP,0.08,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169137, 13APR21, 14APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169137, 14APR21, 14APR21, S1,199678,  A,1, *, ST,   , WSM  ,  ROP,0.15,1,52.5,17,100661," performed 36,","        "
,,,,,,,,,,,,,,,,,,
169148, 13APR21, 13APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169148, 13APR21, 13APR21, S1,199678,  B,2,  , ST,   , CI   ,  ROP,0.12,0.3,4.5,5.1, ILIFE     , LITHIA LIFETI,"        "
,,,,,,,,,,,,,,,,,,
169155, 13APR21, 13APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169155, 13APR21, 13APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.15,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169155, 13APR21, 13APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0.05,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169163, 13APR21, 13APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.13,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169163, 13APR21, 13APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0.07,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169163, 13APR21, 13APR21, S1,199678,  C,3,  , ST,   , CSR  ,  ROP,0.35,0.3,37.16,5.1, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
169163, 13APR21, 13APR21, S1,199678,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169172, 13APR21, 13APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.15,0.3,23.31,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169172, 13APR21, 13APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0.08,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169172, 13APR21, 13APR21, S1,199678,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169181, 14APR21, 14APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169181, 14APR21, 14APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.14,0.7,175.25,11.9, 6KM       , PERFORM THE M,"        "
,,,,,,,,,,,,,,,,,,
169187, 14APR21, 14APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169187, 14APR21, 14APR21, S1,199678,  B,2,  , ST,   , WSM  ,  ROP,0.12,1,52.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
169196, 14APR21, 15APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169196, 15APR21, 15APR21, S1,199678,  A,1, *, ST,   , WSM  ,  ROP,0.16,1,52.5,17,100661," performed 24,","        "
,,,,,,,,,,,,,,,,,,
169199, 14APR21, 14APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169199, 14APR21, 14APR21, S1,199678,  B,2,  , ST,   , CI   ,  ROP,0.1,0.3,12,5.1, ILIFES    , PERFORM LITHI,"        "
,,,,,,,,,,,,,,,,,,
169214, 14APR21, 14APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.13,0.7,63.31,11.9, LOF       , PERFORM OIL A,"        "
,,,,,,,,,,,,,,,,,,
169214, 14APR21, 14APR21, S1,199678,  A,3,  , ST,   , CSX  ,  ROP,0,0,-10,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
169214, 14APR21, 14APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169220, 14APR21, 15APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169220, 15APR21, 15APR21, S1,199678,  A,1, *, ST,   , WSM  ,  ROP,0.08,1,37.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
169231, 14APR21, 14APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.07,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169231, 14APR21, 14APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169245, 15APR21, 15APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.14,1.2,268.71,20.4, 72KM      , PERFORM THE M,"        "
,,,,,,,,,,,,,,,,,,
169245, 15APR21, 15APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169245, 15APR21, 15APR21, S1,199678,  C,3,  , ST,   , ISM  ,  ROP,0.32,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
169261, 15APR21, 15APR21, S1,199678,  A,1,  , ST,   , WSM  ,  ROP,0.12,1,37.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
169261, 15APR21, 15APR21, S1,199678,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169265, 15APR21, 15APR21, S1,199678,  A,1,  , ST,   , WSM  ,  ROP,0.23,1,52.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
169265, 15APR21, 15APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169279, 15APR21, 15APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169279, 15APR21, 15APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.17,0.4,29.72,6.8, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169279, 15APR21, 15APR21, S1,199678,  B,4,  , ST,   , CSX  ,  ROP,0,0,-15,0, DISCOUNT  , WILD CARD    ,"        "
,,,,,,,,,,,,,,,,,,
169279, 15APR21, 15APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0.3,0.3,40,5.1, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169282, 15APR21, 15APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169282, 15APR21, 15APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.07,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169291, 15APR21, 16APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169291, 16APR21, 16APR21, S1,199678,  B,2, *, ST,   , WSM  ,  ROP,0.08,1,52.5,17,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
169298, 15APR21, 15APR21, S1,199678,  A,1,  , ST,   , CSR  ,  ROP,0.09,1.2,227.6,20.4, 18K       , 126000 MILE S,"        "
,,,,,,,,,,,,,,,,,,
169298, 15APR21, 15APR21, S1,199678,  B,2,  , ST,   , CSR  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169299, 15APR21, 17APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.01,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
169299, 15APR21, 17APR21, S1,199678,  B,2,  , ST,   , CSX  ,  ROP,0.15,0.3,29.72,5.1, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
169299, 15APR21, 17APR21, S1,199678,  C,3,  , ST,   , CSX  ,  ROP,0.09,0.4,40,6.8, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
169312, 16APR21, 17APR21, S1,199678,  A,1,  , ST,   , CSX  ,  ROP,0.1,0.4,29.72,6.8, LOF       , PERFORM OIL A,"        "
,,,,,,,,,,,,,,,,,,
